{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38291.17', '0.00000000']], 'time': '2021-05-20T03:56:54.341990Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.01000000']], 'time': '2021-05-20T03:56:54.343889Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38269.69', '0.59116555']], 'time': '2021-05-20T03:56:54.344211Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38286.08', '0.00000000']], 'time': '2021-05-20T03:56:54.349371Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.01', '0.52100000']], 'time': '2021-05-20T03:56:54.358124Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38311.84', '0.46180000']], 'time': '2021-05-20T03:56:54.363699Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38506.74', '0.00649237']], 'time': '2021-05-20T03:56:54.363723Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.34', '0.00000000']], 'time': '2021-05-20T03:56:54.364973Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38299.32', '0.00000000']], 'time': '2021-05-20T03:56:54.365068Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.65', '0.65100000']], 'time': '2021-05-20T03:56:54.368706Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.00573000']], 'time': '2021-05-20T03:56:54.368854Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38295.10', '2.48969908']], 'time': '2021-05-20T03:56:54.373075Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.01', '0.02400000']], 'time': '2021-05-20T03:56:54.382596Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38262.21', '0.02400000']], 'time': '2021-05-20T03:56:54.382596Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.40', '0.02400000']], 'time': '2021-05-20T03:56:54.382596Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38289.65', '0.00000000']], 'time': '2021-05-20T03:56:54.384225Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38302.79', '0.05546194']], 'time': '2021-05-20T03:56:54.387147Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38221.40', '0.09905850']], 'time': '2021-05-20T03:56:54.387670Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38288.98', '0.50000000']], 'time': '2021-05-20T03:56:54.388052Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.02', '0.05546194']], 'time': '2021-05-20T03:56:54.390782Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38288.99', '0.00000000']], 'time': '2021-05-20T03:56:54.390813Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.25', '0.02771776']], 'time': '2021-05-20T03:56:54.396066Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.07', '0.00000000']], 'time': '2021-05-20T03:56:54.396975Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.72', '1.37000000']], 'time': '2021-05-20T03:56:54.406444Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38115.36', '0.00000000']], 'time': '2021-05-20T03:56:54.411117Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.02', '0.00000000']], 'time': '2021-05-20T03:56:54.414367Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38411.87', '0.00000000']], 'time': '2021-05-20T03:56:54.419306Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38315.62', '0.05052018']], 'time': '2021-05-20T03:56:54.421265Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.73', '0.05546194']], 'time': '2021-05-20T03:56:54.428806Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '52377.00', '0.00202500']], 'time': '2021-05-20T03:56:54.436405Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.24', '0.49920000']], 'time': '2021-05-20T03:56:54.436629Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38405.51', '0.00000000']], 'time': '2021-05-20T03:56:54.437483Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38144.40', '0.01000000']], 'time': '2021-05-20T03:56:54.442656Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38426.43', '0.01000000']], 'time': '2021-05-20T03:56:54.446750Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38421.77', '0.01301345']], 'time': '2021-05-20T03:56:54.451918Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.84', '0.00000000']], 'time': '2021-05-20T03:56:54.463672Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.72', '0.84800000']], 'time': '2021-05-20T03:56:54.467472Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38120.63', '0.00000000']], 'time': '2021-05-20T03:56:54.478802Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38506.74', '0.00000000']], 'time': '2021-05-20T03:56:54.485746Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38552.83', '0.00000000']], 'time': '2021-05-20T03:56:54.489527Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38155.76', '0.01157885']], 'time': '2021-05-20T03:56:54.490862Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.55', '0.00000000']], 'time': '2021-05-20T03:56:54.491351Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38269.68', '0.00000000']], 'time': '2021-05-20T03:56:54.498765Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38536.36', '0.01000000']], 'time': '2021-05-20T03:56:54.499219Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38494.58', '0.01000000']], 'time': '2021-05-20T03:56:54.503293Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38269.69', '0.00000000']], 'time': '2021-05-20T03:56:54.505650Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38155.76', '0.00000000']], 'time': '2021-05-20T03:56:54.514584Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38275.01', '0.50000000']], 'time': '2021-05-20T03:56:54.515375Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.44942865']], 'time': '2021-05-20T03:56:54.519925Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.42942865']], 'time': '2021-05-20T03:56:54.524309Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.39942865']], 'time': '2021-05-20T03:56:54.527621Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37451.32', '0.04190000']], 'time': '2021-05-20T03:56:54.528720Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '36702.43', '0.05920000']], 'time': '2021-05-20T03:56:54.528720Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.35942865']], 'time': '2021-05-20T03:56:54.531091Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.30942865']], 'time': '2021-05-20T03:56:54.534461Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.74', '0.59116555']], 'time': '2021-05-20T03:56:54.534753Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38288.93', '0.65500000']], 'time': '2021-05-20T03:56:54.539106Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38140.09', '0.01208453']], 'time': '2021-05-20T03:56:54.539204Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38456.36', '0.00000000']], 'time': '2021-05-20T03:56:54.540188Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38426.43', '0.00000000']], 'time': '2021-05-20T03:56:54.545141Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38276.21', '0.01000000']], 'time': '2021-05-20T03:56:54.546568Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38140.09', '0.00000000']], 'time': '2021-05-20T03:56:54.551741Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38431.56', '0.01000000']], 'time': '2021-05-20T03:56:54.554517Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38275.00', '0.05899517']], 'time': '2021-05-20T03:56:54.558026Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.73', '0.00000000']], 'time': '2021-05-20T03:56:54.558166Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.15573000']], 'time': '2021-05-20T03:56:54.558266Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38411.79', '0.01000000']], 'time': '2021-05-20T03:56:54.565869Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.75', '0.05513040']], 'time': '2021-05-20T03:56:54.565917Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.40942865']], 'time': '2021-05-20T03:56:54.566133Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38274.71', '0.03000000']], 'time': '2021-05-20T03:56:54.569480Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38275.01', '0.00000000']], 'time': '2021-05-20T03:56:54.572028Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.75', '0.00000000']], 'time': '2021-05-20T03:56:54.573431Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38159.49', '0.01207839']], 'time': '2021-05-20T03:56:54.573614Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37781.23', '0.00000000']], 'time': '2021-05-20T03:56:54.575480Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37364.04', '0.00000000']], 'time': '2021-05-20T03:56:54.575480Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38188.36', '0.00000000']], 'time': '2021-05-20T03:56:54.578191Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38274.71', '0.07000000']], 'time': '2021-05-20T03:56:54.580896Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.02', '0.05513040']], 'time': '2021-05-20T03:56:54.580932Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38270.77', '0.50000000']], 'time': '2021-05-20T03:56:54.584919Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38311.84', '0.00000000']], 'time': '2021-05-20T03:56:54.585879Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38274.71', '0.12000000']], 'time': '2021-05-20T03:56:54.592381Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.00573000']], 'time': '2021-05-20T03:56:54.596259Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '52380.74', '0.00184400']], 'time': '2021-05-20T03:56:54.603544Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38442.76', '0.00000000']], 'time': '2021-05-20T03:56:54.614219Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38494.58', '0.00000000']], 'time': '2021-05-20T03:56:54.619047Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38183.51', '0.00000000']], 'time': '2021-05-20T03:56:54.622727Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.20942865']], 'time': '2021-05-20T03:56:54.625877Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.72', '0.00000000']], 'time': '2021-05-20T03:56:54.625899Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.02', '0.00000000']], 'time': '2021-05-20T03:56:54.629457Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38481.43', '0.01000000']], 'time': '2021-05-20T03:56:54.631554Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38440.49', '0.00000000']], 'time': '2021-05-20T03:56:54.633679Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.01', '0.00000000']], 'time': '2021-05-20T03:56:54.634304Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38416.05', '0.01000000']], 'time': '2021-05-20T03:56:54.635620Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.89', '0.46420000']], 'time': '2021-05-20T03:56:54.635753Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.20573000']], 'time': '2021-05-20T03:56:54.635781Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.88', '0.00000000']], 'time': '2021-05-20T03:56:54.637572Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38481.43', '0.00000000']], 'time': '2021-05-20T03:56:54.638728Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.74', '0.00000000']], 'time': '2021-05-20T03:56:54.639588Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.02', '0.00000000']], 'time': '2021-05-20T03:56:54.640889Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.10942865']], 'time': '2021-05-20T03:56:54.640934Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.89', '0.00000000']], 'time': '2021-05-20T03:56:54.640976Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38310.59', '0.00000000']], 'time': '2021-05-20T03:56:54.643637Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.24', '0.00000000']], 'time': '2021-05-20T03:56:54.644672Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38452.12', '0.01000000']], 'time': '2021-05-20T03:56:54.647306Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.15942865']], 'time': '2021-05-20T03:56:54.647349Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38494.58', '0.01000000']], 'time': '2021-05-20T03:56:54.650598Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38309.88', '0.05000000']], 'time': '2021-05-20T03:56:54.654731Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38283.13', '0.30573000']], 'time': '2021-05-20T03:56:54.654760Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38256.70', '0.47540000']], 'time': '2021-05-20T03:56:54.655037Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.05513040']], 'time': '2021-05-20T03:56:54.655121Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38270.77', '0.00000000']], 'time': '2021-05-20T03:56:54.657629Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.03', '0.00000000']], 'time': '2021-05-20T03:56:54.661404Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38549.09', '0.00000000']], 'time': '2021-05-20T03:56:54.666936Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.01', '0.00000000']], 'time': '2021-05-20T03:56:54.669998Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38262.21', '0.00000000']], 'time': '2021-05-20T03:56:54.669998Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.40', '0.00000000']], 'time': '2021-05-20T03:56:54.669998Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.90', '0.52100000']], 'time': '2021-05-20T03:56:54.670628Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.05', '0.59116555']], 'time': '2021-05-20T03:56:54.671014Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.68', '0.50000000']], 'time': '2021-05-20T03:56:54.673390Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38562.18', '0.12966073']], 'time': '2021-05-20T03:56:54.677520Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.02', '1.98947960']], 'time': '2021-05-20T03:56:54.680942Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38267.68', '0.00000000']], 'time': '2021-05-20T03:56:54.681536Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38258.01', '0.00000000']], 'time': '2021-05-20T03:56:54.683458Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38300.23', '0.00000000']], 'time': '2021-05-20T03:56:54.683458Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.06', '0.05513040']], 'time': '2021-05-20T03:56:54.685157Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38219.55', '0.00000000']], 'time': '2021-05-20T03:56:54.688424Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38258.59', '0.02400000']], 'time': '2021-05-20T03:56:54.689013Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38257.78', '0.02400000']], 'time': '2021-05-20T03:56:54.689013Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38256.97', '0.02400000']], 'time': '2021-05-20T03:56:54.689013Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.04', '0.00000000']], 'time': '2021-05-20T03:56:54.689999Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.06', '0.00000000']], 'time': '2021-05-20T03:56:54.694954Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.05', '1.09116555']], 'time': '2021-05-20T03:56:54.697172Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38256.70', '0.00000000']], 'time': '2021-05-20T03:56:54.697422Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.03', '0.05513040']], 'time': '2021-05-20T03:56:54.700675Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.76', '0.18510000']], 'time': '2021-05-20T03:56:54.704698Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38259.64', '0.04120191']], 'time': '2021-05-20T03:56:54.708939Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38303.20', '0.05929828']], 'time': '2021-05-20T03:56:54.708939Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38334.82', '0.00000000']], 'time': '2021-05-20T03:56:54.714572Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38223.55', '0.10000000']], 'time': '2021-05-20T03:56:54.733102Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38312.18', '0.49930000']], 'time': '2021-05-20T03:56:54.733174Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38452.12', '0.00000000']], 'time': '2021-05-20T03:56:54.743127Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38235.92', '0.00000000']], 'time': '2021-05-20T03:56:54.747508Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38129.98', '0.00000000']], 'time': '2021-05-20T03:56:54.747915Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.23', '0.01000000']], 'time': '2021-05-20T03:56:54.753719Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38142.94', '0.10291820']], 'time': '2021-05-20T03:56:54.756744Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38212.65', '0.01000000']], 'time': '2021-05-20T03:56:54.757117Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '52384.49', '0.00184400']], 'time': '2021-05-20T03:56:54.765198Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38283.12', '0.25942865']], 'time': '2021-05-20T03:56:54.785273Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38261.05', '0.59116555']], 'time': '2021-05-20T03:56:54.786103Z'}
